parent_asin,title,main_category,price,average_rating,rating_number
B008NN54M0,Seagate Laptop Thin 250 GB 5400RPM SATA 3Gb/s 16 MB Cache 2.5-Inch Internal Notebook Hard Drive (ST250LT012),Computers,54.0,4.5,2493
B001NEK2GE,Logitech G13 Programmable Gameboard with LCD Display,All Electronics,195.28,4.4,1962
B00KCRYIWM,Fosmon HD8023 Digital Optical Toslink (SPDIF) Coax to Analog (L/R) RCA Audio Converter & 3.5mm Stereo Audio Jack,All Electronics,,4.2,690
B007CCMWJ6,Crucial m4 64GB 2.5-Inch Solid State Drive SATA 6Gb/s with Data Transfer Kit CT064M4SSD2CCA,All Electronics,217.77,3.9,442
B091JV819F,"PixelFlash No-Bend Pins USB 3 CF Card Reader, Compact Flash Card Reader, Tactical SuperSpeed CompactFlash Memory Adapter, Rugged Anti-Scratch Exterior Classic Card Reader - White",Computers,29.98,4.6,1147
B00KXWHWHO,"Tripp Lite FireWire 800 IEEE 1394b Hi-speed Cable (9pin/6pin) 10-ft.(F017-010), Black",All Electronics,38.2,4.6,644
B0C5SV6LVK,"Sony SSCSE Dolby Atmos Enabled Speakers, Black, Dolby Atmos Enabled Speakers (Pair), 4 Inch (Pack of 2)",Home Audio & Theater,123.0,4.7,8716
B00XTH0WL8,SONOS PLAY:5 Wireless Speaker for Streaming Music (White) (Gen 1) (Discontinued by Manufacturer),Home Audio & Theater,259.99,4.1,1101
B08CYWK3M8,"Kingston Digital 16GB Data Traveler Locker + G3, USB 3.0 with Personal Data Security and Automatic Cloud Backup (DTLPG3/16GB)",Computers,,4.6,2497
B07FHWB2V4,"OKGEAR SATA III Premium Round Cable Straight to Right Angle - Many Sizes/Colors (18"", Blue)",Computers,4.99,4.3,326
B00IO62DO8,Hoya 52mm Alpha Multi-Coated UV Optical Glass Filter,Camera & Photo,13.78,4.6,714
B008RKEIZ8,"Case Logic TBC-302 Ultra Compact Camera Case with Storage, Pink",Camera & Photo,,4.5,3512
B0C6M7FY32,"MarkDomain 12-Pack Label Maker Refills Replacement for Brother P Touch TZe TZ 12mm 0.47 Laminated TZe231 Black on White Label Tape, Work with Brother PT-D220 PT-D210 PT-H110 PT-D410, 12mm x 8m",Office Products,38.99,4.7,20886
B008UH8SRM,"ChargerCity Vibration Free 360° Adjust Tripod Mount 1/4-20 Adapter, HDX-Lock Holder for Apple iPad Pro iPad Air Mini Galaxy Tab Surface 7-12-Inch Tablets (Fits All Case)",Computers,19.95,4.4,997
B0B6QVY9VB,Energizer Alkaline Batteries A23 (2 Battery Count) - Packaging May Vary,Health & Personal Care,3.94,4.7,35435
B009RWAYTE,SanDisk 4GB Mobile MicroSDHC Class 4 Flash Memory Card- SDSDQM-004G-B35N,All Electronics,,4.5,3561
B00PKTU83U,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",Home Audio & Theater,18.25,4.5,104579
B00AA9Q8FW,Toshiba 3TB Canvio Desktop External Hard Drive (Black),Computers,,4.4,1178
B0BP52CQCW,"Seagate FireCuda 530 1TB Solid State Drive - M.2 PCIe Gen4 ×4 NVMe 1.4, speeds up to 7300 MB/s, Compatible PS5 Internal SSD, 3D TLC NAND, 1275 TBW, 1.8M MTBF, 3yr Rescue Services (ZP1000GM3A013)",Computers,99.4,4.8,9295
B075NTQJ3D,"ZUGU CASE - 9.7 iPad 2018/2017 5th / 6th Gen & iPad Air 1 Prodigy X Case - Very Protective But Thin + Convenient Magnetic Stand + Sleep/Wake Cover - A1893, A1954, A1823, A1822, A1474, A1475, A1476",Computers,49.99,4.8,12253
B07C34VGKR,"Spater 7-Inch Micro USB Sync Short Cable for Samsung, HTC, Motorola, Nokia, Android, and More (5 Pack) (White)",Cell Phones & Accessories,9.99,4.6,963
B000ANOY7M,Plantronics M214C Headset with Adjustable Volume,Cell Phones & Accessories,,3.7,1682
B00AOHCGAQ,Hoya 82mm HRT Circular PL Polarizer UV Multi-Coated Glass Filter,Camera & Photo,58.95,4.4,1209
B00IQBSW28,Logitech Bluetooth Audio Adapter for Bluetooth Streaming,Computers,35.73,4.5,8970
B0BDFX1HPD,"CableCreation Aux Cable(3Ft/0.9M), Audio Cable Male to Male, Auxiliary Cable for Headphones, Phones, iPads, 2018 Mac Mini, Home/Car Stereos & More,Pink",All Electronics,6.59,4.5,34437
B0C1J4XGB1,"Soundbot SB510 Bluetooth Shower Speaker HD Water Resistant Bathroom Speakers, Handsfree Portable Speakerphone with Built-in Mic, 6hrs of Playtime, Control Buttons and Dedicated Suction Cup (Blue)",All Electronics,14.99,4.3,23198
B097D8D6L1,"KINGTOP 3.5mm Y Audio Mic Splitter Cable - Headphone Microphone Adapter - Compatible with Gaming Headsets, PS4, PS5, Xbox One S, Nintendo Switch, Tablet, Mobile Phone, New Version Laptop, and PC Jack",All Electronics,7.99,4.4,16480
B01I57SS5S,Neewer Professional Heavy Duty Metal 360 Degree Panoramic Gimbal Tripod Head with Standard 1/4'' Quick Release Plate and Bubble Level for DSLR Cameras up to 30lbs/13.6kg,Camera & Photo,90.49,4.4,2173
B00WUN9PE2,Sennheiser RS 175 RF Wireless Headphone System for TV Listening with Bass Boost and Surround Sound Modes,Home Audio & Theater,158.11,4.4,5932
B06XCDCB7V,"USB Extension Cable, Besgoods 2-Pack 10ft/3m USB 2.0 Type A Male to A Female Extension Cord USB Cable Extender with Gold-Plated Connectors, Black",Computers,9.89,4.7,3830
B019PBEI5W,Ubiquiti Networks Networks Unifi Security Gateway Pro (USG-PRO-4),Computers,709.99,4.5,693
B086N38W75,"BAFX Products - All-in-One Infrared IR Repeater Kit/Remote Control Extender Cable / 1, 2 or 4 Device Contro (4 Device)",All Electronics,16.99,4.3,4090
B00CPJHGTM,ASUS TF300T-A1-BL 10.1-Inch 16GB Tablet (Blue),Computers,,3.9,1433
B0BNMYFG7C,"SmallRig 1/4"" Camera Hot Shoe Mount, Ballhead Tripod with Additional 1/4"" Screw, 2pcs Pack - 2059",Camera & Photo,12.99,4.6,1708
B0841FLXW3,"Power Strip, SUPERDANNY 4-Outlet 4-USB Surge Protector, 5 Ft Extension Cord, 900 Joules, Overload Switch, Grounded, Mountable, Desktop Charging Station for Home, Office, School, Dorm, Computer, Black",All Electronics,14.99,4.7,12916
B000ULAP4U,Audio-Technica ATH-M50 Studio Monitor Headphones,All Electronics,,4.4,3875
B01N987LAZ,"Amazon Fire HD 8 Tablet Case (Compatible with 7th and 8th Generation Tablets, 2017 and 2018 Releases), Marine Blue",Amazon Devices,,4.5,16232
B07FLH7VLQ,"Polk Audio Command Sound Bar with Handsfree Amazon Alexa Voice Control (New Update with Multi-Room Music Built-In), 4K HDMI, and Fire TV Compatible for Your Home Theater",All Electronics,,3.9,2026
B07CH8L9QD,"JETech Case for iPad Pro 9.7-Inch 2016 Model (Not for iPad 9.7 5/6 2017/2018), Smart Cover Auto Wake/Sleep, Blue",Computers,14.99,4.5,14833
B00KXN1F1W,ArmorSuit MilitaryShield - Samsung Galaxy Tab S 10.5 Screen Protector - Anti-Bubble Ultra HD Shield w/Lifetime Replacements,Computers,8.95,4.4,867
B0BMXP1S36,TOZO T12 Wireless Earbuds Bluetooth Headphones Premium Fidelity Sound Quality Wireless Charging Case Digital LED Intelligence Display IPX8 Waterproof Earphones Built-in Mic Headset for Sport Blue,All Electronics,34.99,4.3,70079
B0BG59FG96,Canon Battery Pack NB-4L,Camera & Photo,25.95,4.7,4745
B09C2Q7J9F,ADATA SU655 120GB 3D NAND 2.5 inch SATA III High Speed Read up to 520MB/s Internal SSD (ASU655SS-120GT-C),Computers,13.79,4.6,2808
B089PCBJ45,"Canon HF R800 Bundle HD Recording Portable Traditional Video Camera, Black",Camera & Photo,689.99,4.5,2131
B0BTP3T2TB,"Stouchi USB C to 3.5mm Dongle Adapter (2 Packs), Type C Headphone Audio Jack Cable Cord Hi-Fi DAC Chip for Pixel 7/6a/6,iPad Mini 6/ Air 5th, Samsung Galaxy S22 S21 Plus Ultra Z Flip Note 20 -Grey",All Electronics,14.98,4.5,6282
B00KH6E1NO,"Compact Mouse, High-Precision Wireless Optical Mouse for Laptops and PC's. (by SHARKK)",Cell Phones & Accessories,,4.4,1222
B01H8E580C,"Hosa TRS-201 1/4"" TRS to Dual RCA Insert Cable, 1 Meter Black",Home Audio & Theater,7.95,4.6,255
B09DFNP17D,"goCoax MoCA 2.5 Adapter with 2.5GbE Ethernet Port. MoCA 2.5. 1x 2.5GbE Port. Provide 2.5Gbps Bandwidth with existing coaxial Cables. White(2-Pack, MA2500C)",All Electronics,109.99,4.5,2318
B08DJC4FLS,"Transcend 240 GB TLC SATA III 6Gb/s 2.5"" Solid State Drive (TS240GSSD220S)",Computers,22.93,4.6,3004
B000ANCPNM,Pedco UltraPod II Lightweight Camera Tripod,Sports & Outdoors,,4.2,1250
B095J3HLGN,JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black,All Electronics,49.95,4.6,32038
B0BJKB5HSQ,"JSAUX RCA to 3.5mm Cable, 【6.6ft/2M】 Aux to RCA Headphone Male to Male Jack Adapter Nylon Braided 1/8 to RCA Audio Y Cord for Smartphones, MP3, Tablets, Speakers, HDTV -Red",All Electronics,9.99,4.7,11954
B00JIXRXKA,JJC MC-SD12 Water Resistant Holder Storage Memory Card Case fits 12 SD Cards,Camera & Photo,9.69,4.5,1222
B019FN63OO,"SanDisk 128GBUltra Dual USB Drive 3.0, SDDD2-128G-G46(Black)",Computers,18.5,4.4,1094
B09ZHMS2D1,OP/TECH USA Soft Pouch Digital D-Pro (Black),Camera & Photo,20.56,4.5,706
B0B7DQTZ7D,"ORICO USB 3.0 to SATA I/II/III 3 Bay External Hard Drive Docking Station for 2.5/3.5 inch SSD HDD with Hard Drive Duplicator/Offline Cloner Function, Support 3 x 12TB and UASP-6638US3",All Electronics,79.99,4.3,1764
B018SOU3UG,"Noctua NA-SAVP1 chromax.Black, Anti-Vibration Pads for 120/140mm Noctua Fans (16-Pack, Black)",Pet Supplies,9.95,4.8,1811
B0B23NQFGZ,Scosche CRAB Chrysler/Jeep Antenna Adapter,Car Electronics,6.99,4.6,1859
B084J4PX72,BaoFeng UV-82HP (CAMO) High Power Dual Band Radio: 136-174mhz (VHF) 400-520mhz (UHF) Amateur (Ham) Portable Two-Way,Cell Phones & Accessories,69.89,4.4,4437
B07BXQFT4F,elago Nano Mobile Micro SD Reader (Not Included Micro SD Card) (Black/Black),Computers,8.99,3.4,67
B08M5KCX78,TARION Camera Shoulder Neck Strap Vintage Belt for All DSLR Camera Nikon Canon Sony Pentax Classic White and Black Weave (Upgraded Version),Camera & Photo,7.99,4.6,9439
B0765ZQJPK,"Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,Black",Computers,,4.5,1350
B075QN9NBG,ASURION 4 Year PC Peripheral Protection Plan ($0 - $49.99),All Electronics,,4.1,2608
B0B42NYTZZ,Google Nest Cam Outdoor - 1st Generation - Weatherproof Camera - Surveillance Camera with Night Vision - Control with Your Phone,Tools & Home Improvement,169.99,4.5,6627
B006IPH5H2,"Audioengine 32-bit D1 Portable Desktop Headphone Amp and DAC, Preamp, USB/Optical Inputs, Hi-Res Audio Playback (2nd Gen)",All Electronics,169.0,4.4,928
B011U6ZIPO,Universal Smart Battery Charger Mark II For AA AAA C D 9V Li-on Ni-MH Ni-Cd Rechargeable Household Batteries With USB Charger Cell Port,All Electronics,39.69,3.8,93
B004PW1XRS,Cable Matters Mini HDMI to HDMI Adapter (HDMI to Mini HDMI Adapter),All Electronics,6.49,4.4,877
B07F2GQGTY,"KABCON Tablet Stand,【Updated】 Adjustable Eye-Level Aluminum Solid Desktop Stand Holder,Compatible with iPad Series,Microsoft Surface Series,Samsung,Kindle Fire,Etc.Up to 15'' Tablets-Pink(Rose Gold)",Computers,30.99,4.8,8729
B09HRKD9F7,Crucial X6 4TB Portable SSD - Up to 800MB/s - PC and Mac - USB 3.2 USB-C External Solid State Drive - CT4000X6SSD9,Computers,209.99,4.5,8278
B0014KOB6Y,"Wilson Electronics SignalBoost DT 463105 Desktop Cell Phone Signal Booster for Small Home or Office, 3G Only, Up To 1,500 Sq Ft",Cell Phones & Accessories,,3.7,1347
B08SM6BYB5,Logitech Over-The-Head Wireless Headset H600,All Electronics,,4.0,4144
B08C4Y26FP,"USB Type C Cable, Marge Plus USB C Cable 3 Pack (6Ft)",Computers,,4.6,10517
B08638FV8N,ZUGU CASE - 2018/2020 iPad Pro 12.9 inch (3rd/4th Gen) - Ultra Slim Protective Alpha Case - Wireless Apple Pencil Charging - Convenient Magnetic Stand & Sleep/Wake Cover (Purple),Cell Phones & Accessories,75.99,4.8,11853
B0BYGS3RZ7,iMBAPrice 2RCA Male to 2RCA Male Home Theater Audio Cable - 50 Feet - Black,All Electronics,16.99,4.5,2747
B075Q4WSXD,"MoKo Case for Amazon Fire HD 10 Tablet (7th and 9th Generation, 2017 and 2019 Release) 10” - Slim Folding Stand Cover with Auto Wake/Sleep for 10.1 Inch Tablet, Black",All Electronics,24.99,4.6,10489
B007FFIF0K,LORJE 10 pcs SD MMC/SDHC Memory Card Plastic Storage Jewel Case,Office Products,,4.1,308
B0BTNBSCWG,"DeepCool Castle 240EX Liquid Cooler 240mm Dual-Chamber Pump 2550RPM Aura Sync RGB AIO Cooler 280w TDP Anti-Leak Tech with PWM Fans 1800RPM CPU Water Cooler for AMD AM4 LGA 1700/1200/1151/1150, White",Computers,143.17,4.6,2126
B0BQPSNDNM,STEREN Coax Cable 6 Ft - RG8X Coaxial Cable Connector - Antenna Cable - Coax Connector - Coax Cable Connector - RG8X Coax - UHF Antenna Cable - Male to Male Cable - 1.8 Meters - 2 Pack 205-706-2,Industrial & Scientific,21.81,4.7,1886
B00HG7HO22,uxcell a13112600ux0340 Computer Case Power Supply Reset HDD Button Switch,Industrial & Scientific,13.5,4.5,651
B073PT8DW2,"GearIT 2-Pack, Gold Plated DisplayPort to DisplayPort Cable 10 Feet - 4K Resolution Ready (DP to DP Cable) Black",All Electronics,19.99,4.5,958
B07DQF8LHL,Ring Alarm 5 Piece Kit (1st Gen) – Home Security System with optional 24/7 Professional Monitoring – No long-term contracts – Works with Alexa,Amazon Devices,,4.6,10381
B00JEI9M1W,Plantronics 200739-01 M70 Bluetooth Headset - Retail Packaging - Black,Cell Phones & Accessories,,4.4,3895
B07C1DJDSV,"waka Unique Design Lens Cap Bundle, 3 Pcs 58mm Center Pinch Lens Cap and Cap Keeper Leash for Canon Nikon Sony DSLR Camera + Microfiber Cleaning Cloth",Camera & Photo,7.49,4.4,5428
B00AOGZ80C,"TRENDnet Powerline AV200 Mini Network Adapter Starter Kit, up to 200 Mbps over existing electrical lines, TPL-308E2K",Computers,159.99,3.9,273
B07L9PWH9K,SanDisk 128GB Ultra Loop USB 3.0 Flash Drive - SDCZ93-128G-G46,Computers,,4.7,1086
B00K1JJWFO,"SRH77CA SRH77 SRH-77 Diamond (Original) SRH77CA 144/440 MHz. Dual-Band High Gain Handheld Antenna Rx: 120~900 MHz. (Gain: 440 Mhz. 2.15 dBi, Max Power: 10 Watts, Length: 15"") SMA",All Electronics,26.99,4.6,1222
B0BJ1SLJH1,"TP-Link 2.5GB PCIe Network Card (TX201) – PCIe to 2.5 Gigabit Ethernet Network Adapter, Supports Windows 11/10/8.1/8/7, Win Server 2022/2019/2016, Linux",Computers,26.99,4.6,11929
B01MA3NX96,"GoNovate G8 Bluetooth Earpiece Wireless Headphone Mini Invisible Earbud, 6 Hrs Playtime 2 Magnetic USB Chargers Tiny Smallest Headset Single Car Earphone with Mic for iPhone Samsung Galaxy (1 Piece)",All Electronics,23.99,4.1,3649
B00VKLBU3Y,"Fire HD 10 Tablet with Alexa, 10.1"" HD Display, 32 GB, Black - with Special Offers (Previous Generation - 5th)",Amazon Devices,,4.1,17025
B0C1ZC8CFP,JUANWE 10 Pack 16GB Flash Drive 3.0 USB Thumb Drive Retractable Slide Memory Sticks for Computers Bulk USB Jump Drive Data Storage Pen Drive Blue,Computers,37.99,4.4,1117
B07CN8LYFJ,Tiffen 82VND 82 Millimeter Variable ND Filter,Camera & Photo,173.99,4.5,1759
B00TJ4ZVKC,"DynaCable Cat 6 Ethernet Patch Cable with Snagless RJ45 Connectors | 5 Pack/2FT, Network Internet Cord, 24 AWG 550MHz, UTP, Pure Bare Copper Wire 10 GB Speed LAN Cables, White",Computers,11.95,4.7,494
B01BEWBXF8,Transcend Information 32GB Micro Card with Adapter (TS32GUSDHC10V),Computers,21.99,4.6,2113
B0BHGRJDCK,"ARRIS® SURFboard® SB6183 Cable Modem, White",Computers,49.0,4.5,6802
B00N99FXIS,"Toshiba CB35-B3340 13.3 Inch Chromebook (Intel Celeron, 4GB, 16GB SSD, Silver) Full HD-Screen",Computers,,4.1,1783
B00HWHVOC2,SAMSUNG Electronics 840 EVO mSATA 0.85-Inch Solid State Drive MZ-MTE250BW,Computers,,4.3,177
B0C678Z6KG,"Wiremold Cable Management Kit, CordMate III, Cord Organizer and Hider, Cord Cover, Concealer, and Protector for Wall, High Capacity, C310",Tools & Home Improvement,36.54,4.4,4888
B08Q4KTXC7,"[Gigastone] Micro SD Card 32GB, Gaming Plus, MicroSDHC Memory Card for Nintendo-Switch, Smartpone, Roku, Full HD Video Recording, UHS-I U1 A1 Class 10, up to 90MB/s, with MicroSD to SD Adapter",Computers,9.98,4.7,12866
B00X3TUHWG,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),All Electronics,250.0,4.4,8096
B073CTNHTH,MSI GAMING GeForce GTX 1060 6GB GDRR5 192-bit HDCP Support DirectX 12 Single Fan VR Ready ITX OC Graphics Card (GTX 1060 AERO ITX 6G OC),Computers,,4.7,1816
B0C7VXS94S,"ZOSI 5MP Lite Home Security Camera System with 2TB Hard Drive,H.265+ 8CH CTV DVR,8pcs 1920TVL 1080p Outdoor Indoor Surveillance Cameras,80ft Night Vision,Motion Alert,Remote Access for 24/7 Recording",Camera & Photo,259.99,4.2,325
B01LY54Q7R,"SIIG USB Type C to Gigabit Ethernet Adapter - 10/100/1000 Mbps LAN adapter for Windows and Mac Systems, Thunderbolt 3 (Black)",All Electronics,27.53,4.4,378
B083NS6WXG,"WD 2TB My Passport Go SSD Cobalt Portable External Storage, USB 3.0 - WDBMCG0020BBT-WESN",Computers,219.44,4.7,2809
B08N1DF9BX,"Rain Design mStand360 Laptop Stand with Swivel Base, Space Gray (10074)",Computers,49.9,4.8,12443
B071P85SGX,Panasonic DMP-BD65 Blu-Ray Disc Player (Black) (2010 Model),All Electronics,64.99,4.3,899
B08S55D31N,"Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",Apple Products,348.73,4.8,39133
B0C5DLJT1K,"Acer Aspire 5 A515-46-R3CZ Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 7 3700U Quad-Core Mobile Processor | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Fingerprint Reader | Windows 11 Home",Computers,489.0,4.5,4389
B00X3Q9AA4,Bgears Cooler b-PWM 80 Red 2Ball Translucent Red,Computers,10.99,3.9,89
B0725X7NSJ,"Logitech MK570 Wireless Wave Keyboard and Mouse Combo, Black",Computers,59.99,4.6,8585
B01MTF2Z37,"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)",Amazon Devices,,4.3,62727
B07BPKL2D2,Samsung BAR Plus 256GB - 400MB/s USB 3.1 Flash Drive Titan Gray (MUF-256BE4/AM),Computers,26.99,4.7,4274
B07YN7VRK8,"ECHOGEAR Universal Large TV Stand - Height Adjustable Base for TVs Up to 77"" - Wobble-Free Replacement Stand Works w/Any TV Including Vizio, TCL, Samsung & More - Flat Design Compatible w/Soundbars",All Electronics,39.99,4.7,9446
B078FBC6ZY,"Monoprice USB 2.0 Cable - 3 Feet - White | USB Type-A Male to USB Micro-B Male 5-Pin, 28/24AWG, Gold Plated",Computers,4.18,4.6,2499
B01D5NR70E,"TechMatte Charging Adapter Electronic Cable Compatible with Apple Pencil 1st Generation, Male to Female Flexible Connector, Laptop (White-3 Feet)",All Electronics,7.99,4.6,4905
B00942XWYQ,"Corsair CC-9011014-WWCORSAIR Carbide 300R Mid-Tower Case, Window Side Panel",Computers,149.95,4.4,1079
B005EIGUD4,"Sabrent USB 3.0 To 2.5-Inch SATA Hard Drive Enclosure Case (for 9.5mm, 12.5mm 2.5-Inch SATA-I, SATA-II, HDD and SSD) Black (EC-TB4P)",Computers,,4.2,1125
B095H4PGJ5,"UGREEN USB to USB C Cable 90 Degree USB C Fast Charging Cord Compatible with Samsung Galaxy S10/S10+, Pixel 7/6a, LG G8/G7, Pixel, Switch, etc. 6.6FT",Computers,11.99,4.5,7286
B09L2XV8L1,"Satechi Aluminum Type-C Clamp Hub Pro with USB-C Data Port, USB-A 3.0 Data, Micro/SD Card Reader - Compatible with 2020/2019/2017 iMac & iMac Pro, Does Not Fit 2021 iMac (Silver)",All Electronics,49.99,4.6,4242
B00CBZ8BOE,JBL Micro II Ultra-Portable Multimedia Speaker (Black) - Wired,Home Audio & Theater,,4.4,1476
B00A9LHLQ6,Fiio E07K Andes USB DAC and Portable Headphone Amplifier Black,All Electronics,88.99,3.9,531
B01ITOFEX6,"ProCase Galaxy Tab A 8.0 Case (2015 Old Model) - Standing Cover Folio Case for 2015 Galaxy Tab A Tablet (8.0 inch, SM-T350 P350) -Black",Computers,23.99,4.6,6808
B0BBTBC348,"Western Digital 250GB WD Blue SN550 NVMe Internal SSD - Gen3 x4 PCIe 8Gb/s, M.2 2280, 3D NAND, Up to 2,400 MB/s - WDS250G2B0C",Computers,31.99,4.8,29230
B0052EKXB0,Elgin 2-Inch LCD Multifunction Display Alarm with Smartlite,Amazon Home,,4.1,792
B001XURP86,"SanDisk Cruzer 8GB USB 2.0 Flash Drive (SDCZ36-008G-B35),Black",All Electronics,,4.5,1527
B0BRSC2X2F,"StarTech.com Standalone Hard Drive Duplicator, External Dual Bay USB 3.0 (5 Gbps) / eSATA to 2.5/3.5"" SATA III HDD/SSD Cloner/Copier, Hard Disk Docking Station, Cloning/Recovery (SDOCK2U33RE),Black",Computers,83.2,4.4,726
B002TZUOC8,"VideoSecu TV Wall Mount Tilt Swivel Low Profile 1.9"" Bracket for Most 27""-47"", Some up to 50"" with VESA 200x200 200x100 100x100 LCD LED Plasma TV or Monitor, Articulating arm 20"" Extension 3KB",All Electronics,19.99,4.6,824
B00BV9TY8I,PWR+ 6.5 Ft Samsung-Galaxy-Tab Tablet-USB-Charging Sync-Data-Cable-30-Pin for Galaxy-Tab-2 10.1 8.9 7.7 7.0 Plus; Note-10.1-GT-N8013-GT-P5113 SGH-I497 SCH-I915 GT-P3113 GT-P3100 SCH-I705 GT-P7510,Industrial & Scientific,7.99,4.5,10173
B0013BM7TW,Sony 8 GB Memory Stick PRO Duo Flash Memory Card MSMT8G,All Electronics,,4.6,3684
B07HHD7C7T,SanDisk Ultra SDSQUNS-128G-GN6MN 128GB 80MB/s UHS-I Class 10 microSDXC Card,Camera & Photo,11.89,4.7,33882
B07YD48WNN,"Targus Portable Chill Mat HD3 Gaming with 3 Ultra-Quiet Fans and Integrated Airflow Ventilation Prevents Overheating, LED USB Port, Cooling Pad for up to 18-Inch Laptop, Black (AWE57US)",Computers,48.0,4.3,7628
B00H8HMOD4,"Fotasy 58mm Metal Filter Stack Caps, Filter Stack 58mm, Aluminum Alloy, Slim Stack fits 58mm UV CPL Fader ND Filter",Camera & Photo,7.89,4.6,337
B00BGZ1OFI,10 x Black Anodized Alumium Computer Case Thumbscrews (6-32 Thread) for Cover / Power Supply / PCI Slots / Hard Drives,Computers,5.45,4.5,583
B00H8JVHP8,Crucial 8GB Kit (4GBx2) DDR3 1333 MT/s (PC3-10600) CL9 SODIMM 204-Pin 1.35V/1.5V Notebook Memory Modules CT2KIT51264BF1339,Computers,30.3,4.5,1224
B01L9L685O,"Tripp Lite 3 Outlet Waber Industrial Power Strip, 6ft Cord with 5-15P Plug (3SP),Gray",Home Audio & Theater,33.99,4.8,1410
B00TKMQ3PK,Jaybird Bluebuds X Bluetooth Headphones - White (Discontinued by Manufacturer),Cell Phones & Accessories,48.88,4.0,2390
B09K9NW21G,Pelican 0945 Compact Flash Memory Card Case (Black),Computers,34.95,4.7,776
B082T84YJQ,"Amazon Basics iPhone Charger Cable, Nylon USB-A to Lightning, MFi Certified, for Apple iPhone 14 13 12 11 X Xs Pro, Pro Max, Plus, iPad, 10,000 Bend Lifespan, Rose Gold, 3-Ft",Cell Phones & Accessories,10.05,4.7,20735
B00DB8NSG6,"Office Depot Cleaning Duster, 10 Oz, Pack of 3, OD101523",Office Products,16.71,4.7,11726
B01D1DQQ6O,MSI Intel Z97 LGA 1150 DDR3 USB 3.1 ATX Motherboard (Z97 PC Mate),Computers,153.99,4.5,1369
B0BR9135RC,"SanDisk 128GB Ultra Dual Drive Go USB Type-C Flash Drive, Rainbow Pride - SDDDC3-128G-GRNBW",Computers,16.99,4.6,26239
B081Q8JHJQ,"Kingston 64GB 100 G3 USB 3.0 DataTraveler (DT100G3/64GB), Black",Computers,13.75,4.6,62916
B00305GHBS,Transcend 4 GB Class 6 microSDHC Flash Memory Card TS4GUSDHC6,All Electronics,6.97,4.5,1834
B07G7468KK,"iPazzPort (Newest Upgrade) Mini Bluetooth Keyboard with Touchpad (Handheld Keyboard), Backlit Mini Wireless Keyboard with 2.4G USB Dongle for Google/Android TV Box/FireStick/Laptop/PC KP-21SM",Computers,22.99,4.0,1748
B00TTLR6DK,StarTech.com 3 ft USB Y Cable for External Hard Drive - USB A to Mini B - USB Cable - USB (M) to Mini-USB Type B (M) - USB 2.0 - Black (USB2HABMY3),All Electronics,10.25,4.6,1640
B00MA7YE44,"Epson VS230 SVGA 3LCD Projector, 2800 Lumens Color Brightness",All Electronics,509.99,4.4,519
B00AAA18IS,"WD VelociRaptor 500 GB Workstation Hard Drive: 3.5 Inch, 10000 RPM, SATA III, 64 MB Cache - WD5000HHTZ",Computers,107.54,4.6,582
B08LXZPC1M,"Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse, 2.4 GHz Wireless USB Receiver, Compatible with PC, Laptop",Computers,39.99,4.5,35738
B00CGJF2O2,CKITZE BG-550 Mini portable 4 Port HDMI 1x4 Powered Splitter Ver 1.3 Full HD 1080P with HDCP Support,Home Audio & Theater,,4.0,468
B0B99HN3CR,"TRENDnet - TEG-S16DG 16-Port Unmanaged Gigabit GREENnet Desktop Metal Switch, TEG-S16DG, Ethernet Splitter, Ethernet/Network Switch, 16 x 10/100/1000 RJ-45 Ports, 32 Gbps Forwarding Capacity, Lifetime Protection Black",Computers,64.99,4.6,809
B09ZMLX5DB,"Cooler Master NotePal X-Slim Ultra-Slim Laptop Cooling Pad with 160mm Fan (R9-NBC-XSLI-GP),Black X-Slim",Computers,27.99,4.3,9961
B01MQJ2XE6,"Polk Audio PSW505 12"" Powered Subwoofer, 460 Watts(300 Watts RMS) & Amazon Basics Subwoofer Cable, 25ft",Home Audio & Theater,,3.8,3634
B01LLAK1UG,"TP-Link EAP225 Point d'Accès Wi-Fi Double Bande AC 1350Mbps PoE Gigabit - Plafonnier (300Mbps en 2.4GHz + 867Mbps en 5GHz, 1 port Gigabit, Support PoE)",Computers,,4.2,1536
B09242L5K9,BUFFALO LinkStation 210 4TB 1-Bay NAS Network Attached Storage with HDD Hard Drives Included NAS Storage That Works as Home Cloud or Network Storage Device for Home,Computers,,4.1,2428
B01D3QZ8EK,"Symphonized Wired Earbuds with Microphone - Noise Isolating Headphones with Wire, Ear Buds with Wire, Headphones with Microphone for Computer, Corded Earbuds, Travel Headphones 3.5mm Graduation Gift",All Electronics,29.99,4.2,16592
